source_number;name;ra;dec;snr;ir_contam_flag;nn_quality_flag;y5r500;y5r500_error;validation_status;redshift;redshift_source_name;mass_sz;mass_sz_pos_err;cosmology_sample_flag
 816;PSZ2 G172.74+65.30;167,9029;40,8574; 7.46362;0;0,946113;0,00672337;0,00203618; 21; 0.079400;RXC J1111.6+4050; 2.453959;0,20837;1
 817;PSZ2 G172.93+21.34;106,943;44,3318; 6.34719;0;0,955781;0,00243786;0,00082222; 11; 0.331000;; 6.121144;0,604067;1
 818;PSZ2 G172.98-53.55;39,9651;-1,5681; 7.61570;0;0,964116;0,00324885;0,000845742; 20; 0.373000;ACO 370; 7.645354;0,556005;1
 819;PSZ2 G173.07-36.15;52,0192;11,0394; 4.58081;0;0,00353;0,00236652;0,00118691; -1;;;;;0
 820;PSZ2 G173.76+22.92;109,3682;44,0577; 5.80347;0;0,999879;0,00648148;0,00237496; -1;;;;;0
 821;PSZ2 G173.90-51.89;41,5115;-0,7434; 4.56346;0;0,948188;0,00542567;0,00283935; 13; 0.179363;; 3.739316;0,486264;0
 822;PSZ2 G174.40-57.33;37,9301;-4,8612; 5.03756;0;0,634378;0,00148273;0,000589212; 21; 0.184300;RXC J0231.7-0451; 3.961237;0,486325;0
 823;PSZ2 G174.96+23.37;110,382;43,1181; 4.67074;0;0,838575;0,0015105;0,000707233; 20; 0.159200;WHL J110.352+43.08; 3.435465;0,438777;0
 824;PSZ2 G175.60+35.47;127,0828;44,7549; 4.91371;0;0,981231;0,00100978;0,000271138; 20; 0.145000;RXC J0828.0+4445; 3.075884;0,389131;0
 825;PSZ2 G175.69-85.98;16,376;-24,6548; 8.76824;0;0,997881;0,00378607;0,00093013; 21; 0.230000;RXCJ0105.5-2439; 5.672555;0,356376;1
 826;PSZ2 G175.89+24.24;111,8375;42,5297; 5.27990;0;0,983942;0,00501875;0,00189075; 25; 0.186500;ZwCl 0723.4+4239; 3.544395;0,497729;0
 827;PSZ2 G176.07-26.95;60,6379;15,6137; 4.90599;0;0,993219;0,0021475;0,00101979; -1;;;;;0
 828;PSZ2 G176.25-52.57;42,056;-2,2374; 8.25116;0;0,98064;0,00176666;0,000317011; 20; 0.236000;RXC J0248.2-0216; 6.065901;0,444711;1
 829;PSZ2 G176.27+37.54;130,0378;44,3618; 4.65390;0;0,990163;0,00226138;0,00116858; 24; 0.566894;RMJ084000.2+442313.3; 6.143406;0,787933;0
 830;PSZ2 G176.27-35.04;54,6848;9,9712; 8.06102;0;0,853458;0,0138823;0,00409626; 21; 0.034700;RXC J0338.6+0958; 2.269227;0,15468;0
 831;PSZ2 G177.03+32.64;123,3526;43,2651; 4.93329;0;0,666635;0,00107638;0,000351251; -1;;;;;0
 832;PSZ2 G178.00+42.32;136,684;43,1361; 4.79549;0;0,892427;0,00153925;0,000781142; 30; 0.236800;NSC J090659+430556; 3.973574;0,523047;0
 833;PSZ2 G178.94+56.00;154,9481;41,0098; 4.96810;0;0,947498;0,00426185;0,00193034; 21; 0.092200;RXC J1019.9+4059; 2.231196;0,273933;0
 834;PSZ2 G179.09+60.12;160,1864;39,9592; 7.50829;0;0,931202;0,00228231;0,000702593; 20; 0.137200;RXC J1040.7+3956; 3.839041;0,313273;1
 835;PSZ2 G179.33-22.22;66,3755;16,4647; 5.01848;0;0,087237;0,00333564;0,00158249; -1;;;;;0
 836;PSZ2 G179.45-43.92;49,8117;2,1337; 4.53719;0;0,954879;0,00168266;0,000827695; -1;;;;;0
 837;PSZ2 G180.25+21.03;109,3672;37,7433;12,77334;0;0,99431;0,00311081;0,000512266; 21; 0.546000;MACSJ0717.5+3745;11,487184;0,534724;1
 838;PSZ2 G180.27-29.53;61,1507;11,1337; 7.05888;0;0,994469;0,00514991;0,00173419; 21; 0.354800;RXC J0404.6+1109; 7.705027;0,661109;0
 839;PSZ2 G180.60+76.65;179,311;33,611;10,99544;0;0,965209;0,00307243;0,000633028; 20; 0.213800;RXC J1157.3+3336; 6.299809;0,346056;1
 840;PSZ2 G180.74-85.21;17,3079;-24,5108; 5.16763;0;0,996431;0,00215362;0,00100789; -1;;;;;0
 841;PSZ2 G180.88+31.04;121,9739;39,7755; 5.46934;0;0,905053;0,00125295;0,000395197; 24; 0.364653;RMJ080747.3+394635.6; 5.988849;0,682141;0
 842;PSZ2 G181.06+48.47;144,8501;40,7576; 5.20047;0;0,962688;0,00183772;0,00074489; 24; 0.240392;RMJ093930.4+404710.4; 4.231924;0,481598;0
 843;PSZ2 G181.44-44.76;50,1263;0,5115; 4.63593;0;0,940227;0,00278699;0,00132059; 20; 0.393900;WHL J50.1286+0.545; 5.136061;0,692383;0
 844;PSZ2 G181.71-68.65;31,649;-14,88; 6.46503;0;0,987189;0,00277196;0,00102589; 21; 0.152900;RXCJ0206.4-1453; 3.967463;0,38008;1
 845;PSZ2 G181.88-30.77;61,0893;9,2708; 9.29350;0;0,020972;0,0098857;0,00187299; -1;;;;;0
 846;PSZ2 G182.42-28.28;63,3551;10,472;15,77494;0;0,990799;0,0147998;0,0023991; 21; 0.088200;RXC J0413.4+1028; 6.952417;0,282699;0
 847;PSZ2 G182.59+55.83;154,2574;39,028; 9.40210;0;0,985444;0,00345695;0,00076415; 21; 0.206000;RXC J1017.0+3902; 5.834504;0,329492;1
 848;PSZ2 G183.30+34.98;127,4335;38,4548; 6.19264;0;0,990957;0,00417452;0,00170535; 20; 0.391900;WHL J127.437+38.46; 6.559128;0,589322;1
 849;PSZ2 G183.32-31.51;61,2959;7,8487; 4.56022;0;0,694474;0,001421;0,0005001; -1;;;;;0
 850;PSZ2 G183.90+42.99;137,6963;38,8112; 5.75956;0;0,998826;0,00148798;0,000530568; 25; 0.561000;WHL J137.713+38.83; 6.945816;0,725204;0
 852;PSZ2 G183.92+16.36;105,4894;32,8598; 4.97405;0;0,925327;0,00622758;0,0019871; -1;;;;;0
 851;PSZ2 G183.92-68.82;32,0046;-15,6243; 4.86474;0;0,789002;0,00291335;0,00128413; -1;;;;;0
 853;PSZ2 G184.24+43.69;138,6019;38,6019; 5.04843;0;0,997828;0,00149939;0,000696539; 30; 0.397000;GMBCG J138.60554+38.58943; 5.410920;0,58389;0
 854;PSZ2 G184.68+28.91;120,2399;36,0972; 6.75058;0;0,986741;0,0064115;0,00253047; 20; 0.288000;RXC J0800.9+3602; 5.501800;0,512881;1
 855;PSZ2 G185.08+34.02;126,5397;36,8505; 4.51375;0;0,909132;0,00647314;0,00333092; 24; 0.364755;RMJ082607.3+364738.5; 5.409293;0,757793;0
 856;PSZ2 G185.16-53.63;44,7695;-6,9711; 5.48834;0;0,973588;0,00114368;0,000301629; 24; 0.422989;RMJ025904.4-065921.0; 6.354980;0,720027;0
 857;PSZ2 G185.45-32.01;62,017;6,1094; 4.99162;0;0,01897;0,00447513;0,00166131; -1;;;;;0
 858;PSZ2 G185.50-33.94;60,5059;4,903; 5.42539;0;0,006127;0,00224872;0,000806746; -1;;;;;0
 859;PSZ2 G185.68+09.82;99,339;28,6406; 5.18358;0;0,96071;0,00299531;0,00132405; -1;;;;;0
 860;PSZ2 G185.72-32.23;61,982;5,7911; 5.12034;0;0,013833;0,0038985;0,00222845; -1;;;;;0
 861;PSZ2 G186.24-11.99;79,0688;17,2273; 6.28716;0;0,993083;0,0109259;0,00448387; 21; 0.115000;RXC J0516.3+1712; 4.698221;0,490425;0
 862;PSZ2 G186.37+37.26;130,7485;36,3528;18,86364;0;0,992798;0,00744481;0,000715703; 20; 0.282000;RXC J0842.9+3621;10,998416;0,371664;1
 863;PSZ2 G186.50-13.45;77,9523;16,2059; 5.21916;0;0,994225;0,0027964;0,000988623; -1;;;;;0
 864;PSZ2 G186.61+62.94;162,6646;35,8429; 5.29230;0;0,988417;0,000814873;0,000166251; 24; 0.509365;RMJ105038.6+354912.4; 5.680198;0,632523;0
 865;PSZ2 G186.81+07.32;97,3658;26,5284; 5.42826;0;0,996172;0,00274353;0,000789385; 10; 0.220400;WHL J97.3409+26.50; 5.375743;0,479083;0
 866;PSZ2 G186.99+38.65;132,5385;36,0766; 7.22065;0;0,929367;0,00308204;0,000848283; 20; 0.378000;RXC J0850.2+3603; 6.840518;0,496559;1
 867;PSZ2 G187.53+21.92;113,0646;31,6261; 8.14396;0;0,93757;0,0029117;0,000828675; 20; 0.171000;RXC J0732.3+3137; 5.165305;0,399531;1
 868;PSZ2 G187.74+20.66;111,7531;31,022; 5.38610;0;0,974341;0,00316313;0,00126164; 20; 0.192900;WHL J111.708+31.03; 4.290579;0,485227;0
 869;PSZ2 G188.33-34.98;61,0749;2,4082; 6.09541;0;0,999513;0,00193531;0,000578292; 20;;ZwCl 0401.8+0219;;;0
 870;PSZ2 G188.38+07.05;97,8736;25,0178; 7.05878;0;0,998571;0,0116291;0,00269409; 21; 0.081000;RXC J0631.3+2500; 3.310576;0,24536;0
 871;PSZ2 G188.57-68.86;32,9565;-17,0348; 4.78078;0;0,706539;0,00114217;0,000389909; 11; 0.174000;ACO  2985; 3.339818;0,410517;0
 872;PSZ2 G189.23+20.55;112,1961;29,673; 5.12412;0;0,89909;0,00266447;0,000962253; 21; 0.397600;RXC J0728.9+2935; 5.462187;0,667627;0
 873;PSZ2 G189.31+59.24;157,9544;35,0406; 6.72116;0;0,969378;0,00193356;0,000551067; 20; 0.125900;RXC J1031.7+3502; 3.241592;0,30412;1
 874;PSZ2 G189.53-25.10;69,7681;7,2696; 6.50821;0;0,999322;0,00152952;0,00038141; 21; 0.245000;RXC J0439.0+0715; 6.037396;0,623703;0
 875;PSZ2 G189.79-37.25;59,9045;0,1319; 7.27781;0;0,021067;0,00869509;0,00289545; -1;;;;;0
 876;PSZ2 G190.61+66.46;166,5376;33,572; 5.10765;0;0,964039;0,00199668;0,000744262; 20; 0.488100;WHL J166.535+33.56; 5.546290;0,625958;0
 877;PSZ2 G191.00+06.65;98,7641;22,517;16,61067;0;0,993395;0,02968;0,00315838; 21; 0.068000;RXC J0635.0+2231; 5.891888;0,214605;0
 878;PSZ2 G191.57+58.88;157,4152;33,9099; 5.16917;0;0,840136;0,000761339;0,000147773; -1;;;;;0
 879;PSZ2 G191.63-28.01;68,4082;4,0788; 4.93179;0;0,958323;0,00168083;0,000640195; 16;;;;;0
 880;PSZ2 G191.82-26.64;69,6538;4,7007; 6.17202;0;0,001054;0,00316571;0,00170419; -1;;;;;0
 881;PSZ2 G192.18+56.12;154,0911;33,6604; 7.82347;0;0,980365;0,00371938;0,000867033; 20; 0.124000;RXC J1016.3+3338; 3.620565;0,284649;1
 882;PSZ2 G192.40-67.89;34,5819;-17,7564; 7.03014;0;0,000015;0,00187386;0,000462016; -1;;;;;0
 883;PSZ2 G192.77+33.14;127,1718;30,4022; 5.02881;0;0,732418;0,00306232;0,00125829; 21; 0.050300;RXC J0828.6+3025; 1.658464;0,193152;0
 884;PSZ2 G192.90+29.63;123,3039;29,3652; 4.63930;0;0,923034;0,00101154;0,00036412; 24; 0.360465;RMJ081305.4+292014.8; 5.170002;0,737849;0
 885;PSZ2 G193.31-46.13;53,9795;-6,9899; 4.63345;0;0,976272;0,000791027;0,000176572; 20; 0.640000;; 6.085709;0,756552;0
 886;PSZ2 G193.63+54.85;152,5729;32,8307; 5.85427;0;0,93325;0,00206332;0,000729818; 20; 0.292000;WHL J152.572+32.83; 5.185323;0,497973;0
 887;PSZ2 G193.90+09.41;102,7991;21,1486; 5.06113;0;0,895345;0,00445095;0,002322; -1;;;;;0
 888;PSZ2 G194.36+14.07;107,5619;22,6875; 4.94129;0;0,992674;0,00234627;0,000875319; 21; 0.289000;RXC J0710.4+2240; 5.065539;0,57817;0
 889;PSZ2 G194.68-49.76;51,3417;-9,6805; 5.71161;0;0,79515;0,00140038;0,000438701; -1;;;;;0
 890;PSZ2 G194.98+54.12;151,7502;32,0212; 5.48132;0;0,996537;0,00124176;0,000391548; 24; 0.374986;RMJ100655.7+315934.9; 5.663106;0,649686;0
 891;PSZ2 G195.03-79.43;23,8236;-23,4607; 4.67005;0;0,865684;0,00185006;0,00093966; -1;;;;;0
 892;PSZ2 G195.24+29.34;123,6579;27,3366; 4.96606;0;0,982623;0,00122814;0,000421427; 24; 0.284176;RMJ081435.5+271915.7; 4.943095;0,603071;0
 893;PSZ2 G195.39-29.08;69,3003;0,7271; 5.43679;0;0,999011;0,00161477;0,000537321; 21; 0.284200;RXCJ0437.1+0043; 5.561950;0,612509;0
 894;PSZ2 G195.60+44.06;140,0993;30,5038; 7.56083;0;0,957385;0,00209567;0,000680286; 20; 0.295200;RXC J0920.4+3030; 6.130715;0,459614;1
 895;PSZ2 G195.65-17.67;79,1681;6,5067; 4.90574;0;0,998368;0,00846673;0,0026215; 21; 0.028400;RXC J0516.6+0626; 1.660515;0,185453;0
 896;PSZ2 G195.75-24.32;73,5267;2,9623;11,78439;0;0,985954;0,00569177;0,000992763; 21; 0.203000;RXC J0454.1+0255; 7.800380;0,403368;1
 897;PSZ2 G196.65-45.51;55,7313;-8,6606; 4.91021;0;0,984697;0,00153772;0,000599514; 20;;;;;0
 898;PSZ2 G197.13+33.46;128,6143;26,9731; 4.98160;0;0,956824;0,00220782;0,00114607; 20; 0.456100;WHL J128.694+26.97; 5.866946;0,635317;0
 899;PSZ2 G198.46+46.01;142,7118;28,8476; 6.26546;0;0,911894;0,00178565;0,000630789; 24; 0.299462;RMJ093049.7+285108.0; 5.554940;0,518981;1
 900;PSZ2 G198.47-23.69;75,3424;1,1554; 5.70269;0;0,9753;0,00373998;0,0022493; 21; 0.124800;RXCJ0501.6+0110; 3.629380;0,374369;0
 901;PSZ2 G198.73+13.34;108,7047;18,521; 6.02919;0;0,310649;0,00643394;0,0017653; 20;;;;;0
 902;PSZ2 G198.80-57.57;45,5297;-15,5702; 4.82947;0;0,9594;0,00111134;0,000365953; 16;;;;;0
 903;PSZ2 G198.90+18.16;113,4539;20,3135; 5.86283;0;0,998613;0,00277407;0,00091391; 20; 0.318400;WHL J113.433+20.31; 5.842621;0,545116;0
 904;PSZ2 G199.09-16.61;81,7646;4,2177; 4.62144;0;0,998562;0,00720832;0,00381864; 21; 0.151000;RXC J0527.2+0413; 4.623632;0,754303;0
 905;PSZ2 G199.61+53.41;151,2012;29,2311; 5.40493;0;0,959288;0,00220673;0,000744172; 13; 0.371173;; 5.538029;0,576712;0
 906;PSZ2 G199.73+36.98;133,0361;25,8874; 4.60708;0;0,971172;0,000801848;0,000184318; 15;;;;;0
 907;PSZ2 G199.75+46.59;143,5387;28,0764; 4.76488;0;0,892434;0,000900683;0,000252829; 20; 0.553387;; 5.914315;0,731606;0
 908;PSZ2 G200.06+77.22;178,5581;29,2431; 5.00230;0;0,936638;0,00210848;0,00089027; 24; 0.360512;RMJ115415.7+291524.1; 4.621805;0,569733;0
 909;PSZ2 G200.63-64.71;39,1086;-19,3489; 5.13078;0;0,952155;0,00359384;0,00153594; 21; 0.090700;RXCJ0236.6-1923; 2.479620;0,30311;0
 910;PSZ2 G200.82+27.42;123,3944;22,0689; 5.86092;0;0,985712;0,00123601;0,000410597; 24; 0.382015;RMJ081327.4+220331.4; 6.093917;0,580655;0
 911;PSZ2 G200.95-28.16;72,5835;-3,0073; 6.19541;0;0,990548;0,00209991;0,000824949; 20; 0.220000;; 5.302291;0,508556;1
 912;PSZ2 G201.20-42.83;59,7072;-10,2163; 4.70046;0;0,921253;0,00193688;0,00110814; -1;;;;;0
 913;PSZ2 G201.50-27.31;73,5592;-3,019; 7.10882;0;0,991882;0,00138048;0,000204605; 21; 0.537700;MACSJ0454.1-0300; 8.304255;0,698157;1
 914;PSZ2 G201.54+30.62;126,8799;22,5542; 6.95545;0;0,984949;0,00160852;0,000466229; 25; 0.334900;ZwCl 0824.5+2244; 6.348716;0,532533;1
 915;PSZ2 G202.50+19.17;115,8559;17,5725; 4.83866;0;0,876835;0,00309243;0,00105406; 24; 0.101593;RMJ074323.1+173341.9; 2.605886;0,363161;0
 916;PSZ2 G202.61-26.26;74,962;-3,3718; 4.87432;0;0,94413;0,00127405;0,000460519; -1;;;;;0
 917;PSZ2 G202.66+66.98;166,8142;28,7965; 4.62707;0;0,997039;0,00253428;0,0014447; -1;;;;;0
 918;PSZ2 G203.18+20.84;117,7271;17,6433; 5.28183;0;0,853463;0,0058106;0,00191472; 24; 0.184015;RMJ075100.8+173753.8; 3.520769;0,467984;0
 919;PSZ2 G203.22+66.40;166,1721;28,5492; 5.01097;0;0,961995;0,000830754;0,000204318; 24; 0.579565;RMJ110444.3+283541.3; 5.887129;0,680802;0
 920;PSZ2 G203.32+08.91;106,5419;12,5539; 5.15365;0;0,983852;0,00393984;0,00180316; -1;;;;;0
 921;PSZ2 G203.71+50.82;148,7731;26,3309; 4.64763;0;0,977786;0,00199071;0,00108315; -1;;;;;0
 922;PSZ2 G204.10+16.51;113,9602;15,0979; 6.68551;0;0,989935;0,00452716;0,00207313; 10; 0.122000;ZwCl 0733.1+1514; 3.705868;0,341609;1
 923;PSZ2 G204.24+14.51;112,145;14,144; 5.87085;0;0,97079;0,0011927;0,000261867; 10; 0.345400;WHL J112.147+14.12; 6.011415;0,609579;0
 924;PSZ2 G204.73+15.88;113,6338;14,2884; 6.10697;0;0,953069;0,00139665;0,000340317; 20; 0.344000;; 6.221509;0,603268;1
 925;PSZ2 G204.91-69.71;34,6922;-22,6225; 4.77417;0;0,992554;0,00140157;0,000611738; -1;;;;;0
 926;PSZ2 G205.05-62.95;41,6076;-20,5269; 8.94762;0;0,988207;0,00465596;0,00124996; 20; 0.310000;; 7.635277;0,480611;1
 927;PSZ2 G205.48+18.70;116,5856;14,797; 4.62855;0;0,973978;0,00556855;0,00333635; 24; 0.446659;RMJ074629.7+144629.5; 5.832057;0,795571;0
 928;PSZ2 G205.56-44.20;59,8765;-13,6567; 5.76027;0;0,915825;0,00213835;0,000707617; 20;;ACO   471;;;0
 929;PSZ2 G205.65+18.10;116,0924;14,406; 5.25062;0;0,989354;0,00560203;0,0025745; 24; 0.445414;RMJ074420.6+142252.4; 6.037405;0,696528;0
 930;PSZ2 G205.90+73.76;174,5534;27,9203; 7.95128;0;0,938635;0,00162934;0,000393823; 20; 0.447400;WHL J174.518+27.97; 7.387940;0,542452;1
 931;PSZ2 G205.93-39.46;64,4064;-11,8959;13,77848;0;0,996713;0,00364879;0,000523331; 21; 0.443000;MACSJ0417.5-1154;12,250381;0,525318;1
 932;PSZ2 G206.22+24.89;122,7687;16,6288; 4.63239;0;0,988038;0,00337013;0,0014263; 21; 0.092500;RXC J0811.0+1644; 2.274809;0,307507;0
 933;PSZ2 G206.45+13.89;112,497;11,9391; 7.30373;0;0,994517;0,00160286;0,000357518; 12; 0.381000;; 7.238685;0,603491;1
 934;PSZ2 G206.55-43.22;61,1063;-13,9; 4.58402;0;0,979947;0,0010068;0,000341342; -1;;;;;0
 935;PSZ2 G206.75-33.21;70,4287;-9,7668; 4.93081;0;0,944584;0,00165764;0,000566653; 16;;;;;0
 936;PSZ2 G207.88+81.31;183,0901;27,553;10,08654;0;0,984688;0,00246135;0,000520096; 20; 0.353000;RXC J1212.3+2733; 7.503772;0,43784;1
 937;PSZ2 G208.57-44.31;60,6747;-15,6733; 4.52906;0;0,954333;0,00194988;0,00101867; -1;;;;;0
 938;PSZ2 G208.60-26.00;77,6869;-8,0202;10,27397;0;0,943794;0,00423961;0,000873695; 21; 0.219500;RXCJ0510.7-0801; 7.743840;0,475853;1
 939;PSZ2 G208.61-74.39;30,0623;-24,9067; 4.86215;0;0,97132;0,000935877;0,000249242; 20; 0.720000;; 6.253783;0,716011;0
 940;PSZ2 G208.80-30.67;73,521;-10,2263; 9.47738;0;0,981855;0,00250507;0,000598825; 21; 0.247500;RXCJ0454.1-1014; 7.255627;0,47432;1
 941;PSZ2 G209.17-80.38;23,556;-26,093; 4.79431;0;0,955258;0,0011246;0,000387709; 30; 0.159700;ABELL 0214; 3.166373;0,400004;0
 942;PSZ2 G209.53+43.32;142,0006;20,5638; 4.84260;0;0,885868;0,00382349;0,00202953; 21; 0.192000;RXC J0928.1+2032; 3.817206;0,509852;0
 943;PSZ2 G209.54-36.50;68,3766;-13,2393;12,20785;0;0,97587;0,0143071;0,00292529; 21; 0.032600;RXCJ0433.6-1315; 2.713885;0,145772;1
 944;PSZ2 G209.79+10.23;110,5963;7,4086; 9.56264;0;0,981954;0,00239132;0,000511818; 11; 0.677000;;10,727318;0,629984;1
 945;PSZ2 G210.01+50.85;149,8408;22,4723; 5.05576;0;0,976144;0,00254393;0,000938753; 30; 0.319000;GMBCG J149.91715+22.43516; 4.956008;0,628646;0
 946;PSZ2 G210.02-56.38;49,1152;-20,7779; 4.73317;0;0,988073;0,00478407;0,00274876; -1;;;;;0
 947;PSZ2 G210.08-60.96;44,4181;-22,1627; 6.69564;0;0,985914;0,00130299;0,000280837; 21; 0.322000;MACSJ0257.6-2209; 6.054954;0,562423;1
 948;PSZ2 G210.22+15.56;115,6298;9,3739; 5.48717;0;0,930077;0,00553247;0,00196979; 21; 0.062000;RXC J0742.6+0922; 2.031349;0,246809;0
 949;PSZ2 G210.37-37.00;68,1827;-14,0503; 9.84468;0;0,001494;0,0136634;0,00365326; -1;;;;;0
 950;PSZ2 G210.57-44.61;60,9467;-17,1091; 5.64529;0;0,998775;0,00263811;0,000947449; 20;;ACO   472;;;0
 951;PSZ2 G210.64+17.09;117,2072;9,6685; 7.55613;0;0,992858;0,00148431;0,000294154; 20; 0.480000;; 7.790246;0,605383;1
 952;PSZ2 G210.71+63.08;162,9235;24,9692; 7.37338;0;0,008575;0,00121905;0,000212433; -1;;;;;0
 953;PSZ2 G210.78-36.25;69,0298;-14,0494; 6.31805;0;0,999977;0,00246508;0,000922466; -1;;;;;0
 954;PSZ2 G211.21+38.66;137,8045;17,8027; 5.58758;0;0,860523;0,00137747;0,000441526; 20; 0.504900;RXC J0911.1+1746; 6.990734;0,729213;0
 955;PSZ2 G211.31-60.28;45,3098;-22,5532; 5.19619;0;0,95433;0,00198747;0,00111893; 16;;;;;0
 956;PSZ2 G212.25-53.20;52,7757;-21,0276; 5.88077;0;0,998493;0,00186804;0,00062364; 21; 0.188000;RXCJ0331.1-2100; 4.342922;0,455919;0
 957;PSZ2 G212.44+63.19;163,2184;24,2294; 4.78182;0;0,978126;0,0025931;0,00109434; 24; 0.541977;RMJ105252.4+241530.0; 5.659371;0,809484;0
 958;PSZ2 G212.50-61.38;44,3123;-23,3967; 5.36491;0;0,95205;0,00227068;0,000956347; 21; 0.504900;MACSJ0257.1-2325; 6.218674;0,703486;0
 959;PSZ2 G212.80+50.63;150,1653;20,7207; 4.67614;0;0,996569;0,00525282;0,00338519; 13; 0.218671;; 4.016582;0,448609;0
 960;PSZ2 G212.82-84.04;19,5485;-26,9588; 8.55630;0;0,948973;0,00291643;0,000759385; 21; 0.227500;RXCJ0118.1-2658; 5.679254;0,384246;1
 961;PSZ2 G212.93-54.04;52,0399;-21,6608; 4.85089;1;0,972897;0,00117898;0,00039573; 21; 0.590000;BVH2007 43; 6.215020;0,779037;0
 962;PSZ2 G213.27+78.38;179,864;26,4593; 5.26464;0;0,914752;0,00083967;0,000178785; 12; 0.316000;; 4.815767;0,566302;0
 963;PSZ2 G213.30+50.99;150,6297;20,5283; 4.50094;0;0,731386;0,00124124;0,000541709; 25; 0.320500;ACO 913; 4.708587;0,611051;0
 964;PSZ2 G213.39+80.59;182,3234;26,6591; 6.59568;0;0,945187;0,00128681;0,00038425; 20; 0.558600;WHL J182.349+26.67; 7.034222;0,627999;1
 965;PSZ2 G213.73-56.15;49,9841;-22,6848; 5.00908;0;0,982304;0,00183773;0,000852477; 16;;;;;0
 966;PSZ2 G214.08+23.15;124,1581;9,3694; 6.78618;0;0,990976;0,00223435;0,000554078; 20; 0.255700;WHL J124.171+9.392; 5.692354;0,43935;1
 967;PSZ2 G214.61-22.70;83,1017;-11,5431; 7.53973;0;0,998647;0,00620969;0,00192672; 21; 0.154000;RXCJ0532.3-1131; 5.394049;0,405978;0
 968;PSZ2 G215.19-49.65;57,0011;-21,7351; 8.31131;0;0,96348;0,00273451;0,000663786; 30; 0.239900;A3168; 5.993478;0,433971;1
 969;PSZ2 G215.24-26.10;80,1758;-13,469; 6.02551;0;0,993473;0,00168514;0,000441083; 21; 0.336000;MACSJ0520.7-1328; 6.242378;0,523509;0
 970;PSZ2 G215.25-87.14;16,0648;-27,2075; 4.75841;0;0,896113;0,000727688;0,000149434; -1;;;;;0
 971;PSZ2 G215.51+06.58;109,8933;0,7157;11,33548;0;0,995599;0,00464529;0,000903292; 21; 0.219700;RXC J0719.5+0043; 8.037874;0,417277;0
 972;PSZ2 G215.61+22.61;124,2863;7,8691; 6.54620;0;0,974843;0,00123455;0,000266907; 24; 0.249188;RMJ081710.5+075344.3; 5.194909;0,491128;1
 973;PSZ2 G215.75-32.97;73,797;-16,5573; 4.53429;0;0,918194;0,000952088;0,000342748; -1;;;;;0
 974;PSZ2 G216.25+10.10;113,3568;1,6767; 5.51826;0;0,000571;0,00279165;0,00123825; -1;;;;;0
 975;PSZ2 G216.44-29.11;77,7507;-15,6326; 5.52851;0;0,99259;0,00371845;0,0013782; 20; 0.470000;; 6.168271;0,743518;0
 976;PSZ2 G216.62+47.00;147,4592;17,1214; 9.82794;0;0,97842;0,00225046;0,000440062; 20; 0.382600;RXC J0949.8+1707; 8.238750;0,464494;1
 977;PSZ2 G216.76-41.84;65,3238;-20,3952; 6.13898;0;0,979403;0,00152764;0,000473467; 20;;ACO S  443;;;1
 978;PSZ2 G216.80+09.25;112,8516;0,7967; 5.63091;0;0,996055;0,00283605;0,00107312; 11; 0.273000;; 5.166925;0,565828;0
 979;PSZ2 G217.09+40.15;141,032;14,1663; 7.01676;0;0,942044;0,00490438;0,00134267; 20; 0.135700;RXC J0924.0+1410; 3.889829;0,354742;1
 980;PSZ2 G217.40+10.88;114,5737;1,0271; 7.77638;0;0,996885;0,00281938;0,000817135; 21; 0.189000;RXC J0738.2+0101; 5.339805;0,41284;1
 981;PSZ2 G218.54+13.26;117,2011;1,1375; 5.63154;1;0,01056;0,00160286;0,000518776; 12; 0.327000;; 5.963966;0,645382;0
 982;PSZ2 G218.58+08.71;113,1884;-1,0031; 4.62836;0;0,999212;0,0220883;0,00656396; -1;;;;;0
 983;PSZ2 G218.59+71.31;172,4648;23,8168; 7.21571;0;0,9296;0,00381007;0,00113681; 20; 0.137100;RXC J1129.8+2347; 3.591041;0,297706;1
 984;PSZ2 G218.81+35.51;137,2881;10,9852; 8.42995;0;0,994182;0,0039115;0,000940982; 20; 0.175100;RXC J0909.1+1059; 5.418206;0,390756;1
 985;PSZ2 G219.12+44.49;145,7492;14,5407; 4.77063;0;0,984647;0,00211528;0,00118731; 20; 0.340300;WHL J145.739+14.50; 5.225016;0,628076;0
 986;PSZ2 G219.45-35.90;72,047;-20,4446; 6.51679;0;0,888464;0,00750956;0,00244061; 21; 0.072000;RXCJ0448.2-2028; 2.472006;0,261637;1
 987;PSZ2 G219.88+22.83;126,2813;4,4564; 7.89559;0;0,942028;0,00868929;0,00244853; 24; 0.232813;RMJ082500.2+042548.6; 5.067926;0,435407;1
 988;PSZ2 G219.89-34.39;73,6896;-20,2805; 6.32961;0;0,91903;0,00134244;0,000382348; 20; 0.700000;; 7.916411;0,623527;1
 989;PSZ2 G220.11+22.91;126,4477;4,3036; 6.79560;0;0,985398;0,00995608;0,00338034; 20; 0.224800;RXC J0825.9+0415; 4.874734;0,412458;0
 990;PSZ2 G220.53-38.55;69,6462;-22,1037; 6.56846;0;0,975484;0,0026591;0,00121815; 21; 0.067000;RXCJ0438.9-2206; 2.394343;0,232373;1
 991;PSZ2 G220.74-58.91;47,8672;-26,9359; 4.61904;0;0,750799;0,00309273;0,00118517; 21; 0.068500;RXCJ0311.4-2653; 1.917821;0,256015;0
