source_number;name;ra;dec;snr;ir_contam_flag;nn_quality_flag;y5r500;y5r500_error;validation_status;redshift;redshift_source_name;mass_sz;mass_sz_pos_err;cosmology_sample_flag
 992;PSZ2 G220.83+42.20;144,1466;12,4522; 5.81092;0;0,943394;0,00131302;0,000380853; 25; 0.310400;ZwCl 0934.1+1245; 5.750048;0,616109;0
 993;PSZ2 G221.06-44.05;64,0354;-24,0544; 5.14706;0;0,952255;0,00123554;0,000432759; 16;;;;;0
 994;PSZ2 G222.52+20.58;125,4495;1,2302; 5.03580;0;0,984172;0,00195992;0,00087631; 21; 0.082200;RXCJ0821.8+0112; 2.288994;0,290518;0
 995;PSZ2 G222.77+60.67;162,2073;18,8474; 5.28304;0;0,990191;0,00220462;0,0011725; 30; 0.160300;NSC J104836+185217; 3.499502;0,451845;0
 996;PSZ2 G222.78+12.84;118,7764;-2,6984; 6.86519;0;0,993971;0,00180476;0,000557438; 11; 0.369000;; 6.724890;0,587678;1
 997;PSZ2 G222.99-65.70;40,3544;-28,6594; 8.53530;0;0,983875;0,00318337;0,000668626; 21; 0.232300;RXC J0241.3-2839; 6.183716;0,400613;1
 998;PSZ2 G223.04-20.27;88,6792;-17,7383; 4.99131;0;0,946904;0,00196827;0,000813229; 11; 0.190000;ACO   551; 3.930460;0,483794;0
 999;PSZ2 G223.16-68.81;36,8096;-28,8377; 5.06301;0;0,986887;0,00216142;0,00103373; 21; 0.213800;RXC J0227.2-2851; 4.139653;0,465631;0
1000;PSZ2 G223.47+26.85;131,3706;3,4754; 4.98865;0;0,909811;0,00283925;0,00120814; 20; 0.326900;RXC J0845.5+0327; 5.271713;0,648236;0
1001;PSZ2 G223.93-60.10;46,7529;-28,6844; 9.44910;0;0,970249;0,00316916;0,000705013; 21; 0.253700;RXCJ0307.0-2840; 6.960428;0,443436;1
1002;PSZ2 G224.00+69.33;171,0046;21,4894; 8.78746;0;0,980364;0,0033973;0,000869775; 20; 0.190400;RXC J1123.9+2129; 5.274279;0,351318;1
1003;PSZ2 G224.01-11.14;97,7525;-14,8352; 6.72220;0;0,995316;0,00245603;0,000889326; 11; 0.620000;; 8.453644;0,706648;0
1004;PSZ2 G224.03-76.42;28,1127;-28,9132; 5.93903;0;0,998355;0,0033313;0,00134461; 21; 0.413000;MACSJ0152.5-2852; 5.929870;0,520573;0
1005;PSZ2 G224.37-47.33;61,0977;-27,0629; 4.69813;0;0,964429;0,0017609;0,00070342; 16;;;;;0
1006;PSZ2 G224.38-24.95;84,5847;-20,6454; 5.60935;0;0,993643;0,00291602;0,000937127; 21; 0.091500;RXCJ0538.2-2037; 2.536561;0,279292;0
1007;PSZ2 G224.40-76.54;27,968;-28,9898; 6.09079;0;0,994508;0,00451862;0,00166396; 20; 0.413000;RXC J0152.5-2853; 5.815093;0,47344;0
1008;PSZ2 G224.53-30.27;79,2672;-22,6129; 4.70443;0;0,992444;0,00250308;0,00132559; 30; 0.200138;ABELL S0519; 3.715102;0,511204;0
1009;PSZ2 G224.82+13.62;120,4237;-4,0647; 5.83357;0;0,999436;0,00189484;0,000916176; 12; 0.294000;; 5.475418;0,5528;0
1010;PSZ2 G224.86-79.51;24,5816;-28,8074; 4.97966;0;0,886925;0,000878017;0,00024525; -1;;;;;0
1011;PSZ2 G225.18-33.61;75,9984;-24,1888; 4.67816;0;0,55239;0,0118205;0,00579331; -1;;;;;0
1012;PSZ2 G225.48+29.41;134,4753;3,1744; 5.95827;0;0,98231;0,00255573;0,000949442; 20; 0.203000;ACO 732; 4.598209;0,449771;0
1013;PSZ2 G225.56-27.27;82,6507;-22,4594; 5.48184;0;0,99986;0,0013951;0,000570686; 21; 0.170600;RXCJ0530.6-2226; 3.544921;0,430722;0
1014;PSZ2 G225.76-17.35;92,572;-18,9449; 5.04040;0;0,992671;0,00118739;0,00040876; -1;;;;;0
1015;PSZ2 G225.84+41.84;145,5403;8,9731; 5.07984;0;0,948224;0,00457056;0,00380678; 20; 0.206000;RXC J0942.0+0857; 4.043000;0,409356;0
1016;PSZ2 G225.93-19.99;90,0651;-20,1243;12,41751;0;0,9946;0,00377366;0,000646459; 20; 0.460000;RXC J0600.1-2007;10,730866;0,511165;1
1017;PSZ2 G226.12-19.51;90,614;-20,1029; 4.57147;0;0,993049;0,0011058;0,000429941; -1;;;;;0
1018;PSZ2 G226.15+09.02;117,0195;-7,4467; 4.65858;0;0,984145;0,000829305;0,000192057; -1;;;;;0
1019;PSZ2 G226.16-21.95;88,2137;-21,065; 9.52230;0;0,951937;0,00726888;0,00144114; 21; 0.098900;RXCJ0552.8-2103; 3.873214;0,252005;1
1020;PSZ2 G226.18+76.79;178,8323;23,4096;14,55732;0;0,995024;0,00555295;0,000892644; 20; 0.142700;RXC J1155.3+2324; 5.947109;0,241817;1
1021;PSZ2 G226.75+48.95;152,2158;11,7897; 6.74062;0;0,926889;0,00395035;0,00159641; 21; 0.224500;RXC J1008.7+1147; 4.849551;0,409732;1
1022;PSZ2 G227.21+54.79;157,6628;14,2433; 5.69290;0;0,897503;0,00486658;0,00218607; 24; 0.326478;RMJ103034.8+141541.8; 4.867527;0,510669;0
1023;PSZ2 G227.30+09.00;117,5643;-8,4398; 4.61783;0;0,922455;0,00202629;0,000965981; -1;;;;;0
1024;PSZ2 G227.44-31.24;79,1245;-25,2856; 4.73415;0;0,942595;0,00786555;0,00255116; -1;;;;;0
1025;PSZ2 G227.59+22.98;129,8603;-1,6789; 4.59576;0;0,9932;0,00253039;0,00144706; 30; 0.280850;MaxBCG J129.82432-01.6994; 4.768429;0,66022;0
1026;PSZ2 G227.61+54.87;157,848;14,0766; 5.63651;0;0,873166;0,00127186;0,00049014; 25; 0.318800;ZwCl 1028.8+1419; 5.275887;0,539782;0
1027;PSZ2 G227.61-84.72;18,6637;-28,3465; 4.92633;0;0,955325;0,00097659;0,000326252; 16;;;;;0
1028;PSZ2 G227.63-52.28;55,917;-29,9277; 4.58425;0;0,922401;0,00177877;0,000955557; 30; 0.210900;2MASX J03433581-2955302; 3.653878;0,543651;0
1029;PSZ2 G227.89+36.58;141,7154;5,0097; 5.57671;0;0,952598;0,00123588;0,000365573; 25; 0.461600;ZwCl 0924.4+0511; 6.387644;0,670228;0
1030;PSZ2 G228.16+75.20;177,4032;22,4063;11,41752;0;0,988079;0,00239906;0,000457264; 20; 0.545000;RXC J1149.5+2224;10,417826;0,520726;1
1031;PSZ2 G228.29+55.08;158,2243;13,8249; 5.75173;0;0,974028;0,00711362;0,00258954; 25; 0.315200;ZwCl 1030.2+1408; 4.511740;0,497456;0
1032;PSZ2 G228.30-49.02;59,7058;-29,9347; 7.56157;0;0,980774;0,00282023;0,000769583; 21; 0.425000;MACSJ0358.8-2955; 7.204823;0,522445;1
1033;PSZ2 G228.35-66.31;39,6692;-30,8391; 9.08268;0;0,684952;0,0280895;0,00304307; -1;;;;;0
1034;PSZ2 G228.38+38.58;143,6419;5,6836; 4.58413;0;0,974343;0,00105631;0,000396107; 24; 0.543811;RMJ093439.0+054144.8; 6.150394;0,82199;0
1035;PSZ2 G228.50+34.95;140,5606;3,7529; 6.69323;0;0,976657;0,00264157;0,000801292; 20; 0.270100;WHL J140.532+3.766; 5.781798;0,511465;1
1036;PSZ2 G228.62+68.44;170,8008;19,6118; 5.97469;0;0,998571;0,00266536;0,00108769; 21; 0.104200;RXC J1123.2+1935; 2.910177;0,311531;0
1037;PSZ2 G229.23-17.23;94,0897;-21,9416; 9.64418;0;0,982821;0,00503167;0,0009809; 21; 0.171000;RXC J0616.3-2156; 5.250618;0,335325;1
1038;PSZ2 G229.37+49.70;153,725;10,6511; 4.90937;0;0,997803;0,00147529;0,000602522; 24; 0.203292;RMJ101449.5+103923.2; 3.911502;0,501938;0
1039;PSZ2 G229.40-15.49;95,8814;-21,4042; 4.66865;0;0,974855;0,0012153;0,000564808; -1;;;;;0
1040;PSZ2 G229.74+77.96;180,3262;23,0958;12,01073;0;0,973318;0,00360808;0,000645945; 20; 0.269000;RXC J1201.3+2306; 7.485827;0,345301;1
1041;PSZ2 G229.93+15.30;124,3635;-7,5065;17,25681;0;0,987;0,0130875;0,00171806; 21; 0.070400;RXC J0817.4-0730; 5.123790;0,198153;1
1042;PSZ2 G230.28-24.42;87,1609;-25,4832; 6.08370;0;0,995651;0,00562414;0,00207831; 21; 0.042000;RXCJ0548.6-2527; 1.530876;0,158888;1
1043;PSZ2 G230.28-28.57;82,7881;-26,8247; 9.30188;0;0,030353;0,0200836;0,00189102; -1;;;;;0
1044;PSZ2 G230.29-47.13;62,0961;-30,9911; 6.12335;0;0,952412;0,00497902;0,00162368; 21; 0.060000;RXCJ0408.2-3053; 1.843980;0,173342;1
1045;PSZ2 G230.48+71.51;174,0534;20,3245; 6.03830;0;0,974878;0,00103072;0,000231391; 24; 0.321184;RMJ113608.5+201913.0; 5.415278;0,544475;1
1046;PSZ2 G230.73+27.70;135,3726;-1,6582; 5.22304;0;0,948873;0,00155444;0,000722467; 20; 0.294350;ZwCl 0859.2-0130; 4.961756;0,571819;0
1047;PSZ2 G230.76+65.41;168,3208;17,5358; 4.60651;0;0,674715;0,00203786;0,00110573; 21; 0.170600;RXC J1113.3+1735; 3.273330;0,449049;0
1048;PSZ2 G231.05-17.32;94,7228;-23,5827; 4.94539;0;0,818402;0,00136295;0,000524922; 12; 0.403000;; 5.299086;0,626493;0
1049;PSZ2 G231.41+77.48;179,9967;22,5808; 4.53697;0;0,914405;0,00327632;0,00200834; -1;;;;;0
1050;PSZ2 G231.56+60.03;163,5756;14,6561; 7.87923;0;0,975411;0,00213273;0,000540091; 25; 0.299400;ACO 1127; 6.642860;0,491495;1
1051;PSZ2 G231.70-07.80;104,3563;-20,2215; 6.94325;1;0,012518;0,0029781;0,000983953; 20; 0.200000;; 5.442829;0,482452;0
1052;PSZ2 G231.74-70.59;34,5475;-31,6967; 6.15634;0;0,950563;0,00190402;0,000624008; 16;;;;;1
1053;PSZ2 G231.79+31.48;139,058;-0,4118; 4.90539;0;0,916687;0,000875885;0,000195516; 24; 0.332405;RMJ091617.6-002405.7; 4.867756;0,62996;0
1054;PSZ2 G232.27+12.59;123,1989;-10,8506; 4.51943;0;0,994258;0,00116155;0,000441337; -1;;;;;0
1055;PSZ2 G232.45-17.44;95,1723;-24,8617; 4.89226;0;0,954432;0,00123483;0,000505214; -1;;;;;0
1056;PSZ2 G232.84+38.13;145,111;2,4719; 5.22349;0;0,894704;0,00355267;0,00127646; 20; 0.150800;ACO 847; 3.432270;0,384676;0
1057;PSZ2 G233.05+23.67;133,0873;-5,5834; 4.74499;0;0,812506;0,00177985;0,000746833; 21; 0.192000;MS0849.7-0521; 3.714478;0,467553;0
1058;PSZ2 G233.12-26.25;86,1638;-28,5031; 5.59616;0;0,820356;0,000838104;0,000162724; -1;;;;;0
1059;PSZ2 G233.25-30.01;82,08;-29,7176; 5.60507;0;0,991614;0,00155451;0,000562042; 21; 0.158200;RXCJ0528.2-2942; 3.353268;0,334957;0
1060;PSZ2 G233.41-17.13;95,8681;-25,5952; 5.70156;0;0,900951;0,000938732;0,000212408; 20; 0.350000;; 5.307721;0,571114;0
1061;PSZ2 G233.43-15.36;97,6808;-24,9288; 4.50795;0;0,999081;0,000686728;0,000147576; -1;;;;;0
1062;PSZ2 G233.46+25.46;134,8023;-4,9223; 4.79345;0;0,873049;0,000988486;0,000305358; -1;;;;;0
1063;PSZ2 G233.68+36.14;143,8196;0,8184; 5.10404;0;0,960094;0,00110826;0,000329928; 24; 0.356823;RMJ093515.3+004746.0; 5.477380;0,647489;0
1064;PSZ2 G234.06-30.74;81,4921;-30,5875; 6.61692;0;0,953194;0,00294191;0,000906511; 20; 0.199400;ACO 3342; 4.306957;0,363706;1
1065;PSZ2 G234.09+10.45;122,2898;-13,4885; 5.14079;0;0,981005;0,000959021;0,00023586; -1;;;;;0
1066;PSZ2 G234.52+82.85;185,5694;24,3129; 4.51554;0;0,87151;0,000970676;0,000385818; 24; 0.524093;RMJ122221.6+241909.3; 5.413835;0,735484;0
1067;PSZ2 G234.59+73.01;176,0758;19,8831;11,26705;0;0,954313;0,0285429;0,00489124; 21; 0.021400;A1367; 1.667081;0,106721;1
1068;PSZ2 G235.56+23.29;134,0452;-7,7118; 6.07704;0;0,99886;0,00234646;0,0010501; 20; 0.374000;; 6.772831;0,656357;1
1069;PSZ2 G235.74-67.98;37,3375;-33,5107; 4.77831;0;0,980719;0,0114697;0,00627164; 21; 0.079200;RXCJ0229.3-3332; 2.014506;0,2851;0
1070;PSZ2 G235.96+38.21;146,5463;0,4861; 9.39624;0;0,002354;0,00523914;0,00102089; -1;;;;;0
1071;PSZ2 G236.68-37.71;73,9951;-34,2263; 5.00144;0;0,92759;0,00449862;0,00175873; 16;;;;;0
1072;PSZ2 G236.92-26.65;86,9007;-31,873;10,11679;0;0,987961;0,0036461;0,000755803; 21; 0.148300;RXCJ0547.6-3152; 4.889059;0,292369;1
1073;PSZ2 G237.41-21.34;92,9606;-30,6325; 7.39847;0;0,955449;0,00274274;0,000578486; 20;;RXC J0611.8-3036;;;1
1074;PSZ2 G237.68+57.83;163,3788;10,8158; 5.36312;0;0,93848;0,00372998;0,00140576; -1;;;;;0
1075;PSZ2 G238.34+05.94;120,565;-19,4291; 7.83665;0;0,768024;0,00387893;0,00114076; 21; 0.140000;RXC J0802.1-1926; 4.906650;0,409872;0
1076;PSZ2 G238.69+63.26;168,236;13,4853; 7.30878;0;0,969979;0,00451487;0,00154643; 20; 0.169000;RXC J1112.9+1326; 4.474355;0,359687;1
1077;PSZ2 G239.27-26.01;88,3485;-33,702;12,16475;0;0,987527;0,00338579;0,000540405; 20; 0.430000;RXC J0553.4-3342; 8.772141;0,439916;1
1078;PSZ2 G239.29+24.75;137,234;-9,6725;36,24374;0;0,99309;0,0402504;0,00271941; 21; 0.054200;RXCJ0909.1-0939; 6.853962;0,124978;1
1079;PSZ2 G239.43+47.95;155,924;4,1663; 8.38827;0;0,978464;0,00241729;0,000593839; 20; 0.285000;RXC J1023.6+0411; 6.525140;0,439288;1
1080;PSZ2 G239.66+06.80;122,0747;-20,0952; 6.90813;0;0,980123;0,00136737;0,000307516; 20; 0.300000;; 6.269273;0,573358;0
1081;PSZ2 G239.93-39.97;71,6885;-37,0584; 6.61578;0;0,938423;0,00139085;0,000449414; 20; 0.580000;; 7.089078;0,605168;1
1082;PSZ2 G239.97+03.74;119,4587;-21,9635; 6.54280;0;0,685648;0,0101494;0,00290632; 21; 0.049000;RXC J0757.9-2157; 2.212115;0,182705;0
1083;PSZ2 G240.03-19.81;95,6319;-32,4179; 5.17409;0;0,989131;0,00135027;0,000510119; -1;;;;;0
1084;PSZ2 G240.30-50.34;58,6405;-37,7511; 7.28754;0;0,997067;0,0015336;0,000426281; 21; 0.251000;BVH2007 55; 5.159399;0,429938;1
1085;PSZ2 G240.39+07.91;123,4852;-20,1045; 5.80371;0;0,957664;0,00249109;0,000741468; 20; 0.331500;; 5.606316;0,593339;0
1086;PSZ2 G240.61-60.40;46,0192;-36,9194; 5.93747;0;0,853239;0,00159242;0,00054908; 21; 0.219200;RXCJ0304.1-3656; 4.263439;0,411962;0
1087;PSZ2 G240.71-74.03;29,8348;-33,5395; 5.25646;0;0,791129;0,0015416;0,000724668; -1;;;;;0
1088;PSZ2 G240.80-46.51;63,4947;-38,1125; 5.48707;0;0,984719;0,00395392;0,00130095; 21; 0.050100;RXCJ0413.9-3805; 1.518585;0,158533;0
1089;PSZ2 G241.11-28.68;85,7378;-35,9843; 9.01615;0;0,982475;0,0021713;0,000474789; 20; 0.420000;; 7.361269;0,500951;1
1090;PSZ2 G241.41-65.88;39,263;-36,1301; 6.07334;0;0,007798;0,000876523;0,000174751; -1;;;;;0
1091;PSZ2 G241.76-30.88;83,2317;-37,0396;11,12833;0;0,998996;0,0027522;0,000502711; 21; 0.270800;RXCJ0532.9-3701; 7.004796;0,335442;1
1093;PSZ2 G241.79+50.30;158,7338;4,3824; 4.72944;0;0,977301;0,0015871;0,000843867; 20; 0.152400;ACO 1047; 3.000643;0,428506;0
1092;PSZ2 G241.79-24.01;91,4696;-35,3091;14,47328;1;0,998556;0,00313456;0,000466028; 21; 0.139200;RXCJ0605.8-3518; 5.588379;0,198432;1
1094;PSZ2 G241.91+07.79;124,2631;-21,4343; 4.59465;0;0,638251;0,00263758;0,00157951; -1;;;;;0
1096;PSZ2 G241.98+14.87;130,5005;-17,503;13,86426;0;0,990797;0,0105071;0,00171622; 21; 0.168700;RXC J0841.9-1729; 6.592571;0,309493;1
1095;PSZ2 G241.98+19.56;134,4558;-14,742; 4.51441;0;0,984995;0,00109282;0,000445129; -1;;;;;0
1097;PSZ2 G242.09+10.41;126,694;-20,1223; 5.60288;0;0,999814;0,00192665;0,000729474; 21; 0.087600;RXC J0826.7-2007; 2.572248;0,29137;0
1098;PSZ2 G242.41-37.40;75,2035;-38,6749; 6.58638;0;0,957068;0,00798678;0,00237009; 21; 0.053600;RXCJ0500.7-3840; 1.754438;0,168344;1
1099;PSZ2 G242.74-11.66;105,6922;-31,7029; 4.66123;0;0,996404;0,000792853;0,00020121; -1;;;;;0
1100;PSZ2 G243.00-65.94;38,9778;-36,7376; 9.18192;0;0,170529;0,0161012;0,00288656; -1;;;;;0
1101;PSZ2 G243.02+42.87;153,5054;-0,9589; 6.26893;0;0,968496;0,00708602;0,00293403; 21; 0.044500;RXCJ1013.6-0054; 1.706586;0,186226;1
1102;PSZ2 G243.15-73.84;29,7629;-34,2351;10,32211;0;0,976867;0,0025307;0,000425088; 20; 0.410000;RXC J0159.0-3412; 8.086372;0,483076;1
1103;PSZ2 G243.34-50.92;57,7594;-39,6382; 6.04178;0;0,978036;0,00177968;0,000729068; 20; 0.237000;; 4.112363;0,387436;1
1104;PSZ2 G243.64+67.74;173,2121;14,4722;12,04624;0;0,984283;0,00969905;0,00189491; 21; 0.083400;RXC J1132.8+1428; 3.918597;0,202585;1
1105;PSZ2 G244.11-53.59;54,2495;-39,8299; 6.73029;0;0,936362;0,00531339;0,00182486; 21; 0.103000;RXCJ0337.0-3949; 2.768320;0,256402;1
1106;PSZ2 G244.12+26.12;141,035;-12,3027; 4.61356;0;0,885796;0,000904446;0,000261316; 16;;;;;0
1107;PSZ2 G244.37-32.15;82,2012;-39,4775;11,95765;0;0,989149;0,00287512;0,000554778; 21; 0.283900;RXCJ0528.9-3927; 7.406209;0,369144;1
1108;PSZ2 G244.68+08.63;126,6638;-23,2356; 4.92711;0;0,999675;0,00252014;0,00119231; 12; 0.251000;; 4.442538;0,540938;0
1109;PSZ2 G244.71+32.50;146,3822;-8,6411;10,13235;0;0,987431;0,0043118;0,000774872; 21; 0.153500;RXCJ0945.4-0839; 5.229554;0,32011;1
1110;PSZ2 G244.74-28.59;86,7943;-39,0645; 5.95391;0;0,919937;0,0010497;0,000333883; 21; 0.319000;MACSJ0547.0-3904; 4.952251;0,510172;0
1111;PSZ2 G244.77+59.80;167,2226;9,0878; 4.86181;0;0,942607;0,00140609;0,00059746; 24; 0.465920;RMJ110855.4+090601.6; 5.841240;0,726217;0
1112;PSZ2 G245.47-53.62;54,0609;-40,6237; 8.78639;0;0,997999;0,0036711;0,00100319; 21; 0.172900;RXCJ0336.3-4037; 4.420207;0,302361;1
1113;PSZ2 G245.66-07.40;111,7015;-32,4179; 4.92609;0;0,95634;0,00160777;0,000641536; -1;;;;;0
1114;PSZ2 G245.70-33.75;80,3841;-40,8341; 5.11733;0;0,929713;0,00302132;0,00153765; 21; 0.075600;RXCJ0521.4-4049; 1.942717;0,243982;0
1115;PSZ2 G246.36-30.27;85,0375;-40,7934; 4.58786;0;0,917544;0,00336064;0,00160523; 21; 0.035800;RXCJ0540.1-4050; 1.126739;0,158577;0
1116;PSZ2 G246.41+13.14;131,7067;-21,9838; 4.93577;1;0,819777;0,00312116;0,00180364; 12; 0.436000;; 5.711579;0,692732;0
1117;PSZ2 G246.45-07.68;111,8393;-33,231; 5.48760;0;0,191406;0,0011856;0,000460091; -1;;;;;0
1118;PSZ2 G246.49-35.31;78,4405;-41,6913; 4.63435;0;0,576708;0,000603845;0,000130082; 30; 0.081000;APMCC 583; 1.453552;0,171639;0
1119;PSZ2 G246.50-26.09;90,4256;-39,9851;10,94088;0;0,980629;0,0129435;0,00225027; 21; 0.046800;RXCJ0601.7-3959; 2.383844;0,158062;1
1120;PSZ2 G246.86-12.29;107,0409;-35,6274; 7.86160;0;0,005164;0,0131457;0,0027297; -1;;;;;0
1121;PSZ2 G246.91+24.65;141,5201;-15,1874; 4.80306;0;0,969529;0,000861144;0,000228522; -1;;;;;0
1122;PSZ2 G247.14+25.88;142,6283;-14,5478; 5.36977;0;0,908588;0,0025325;0,0011017; -1;;;;;0
1123;PSZ2 G247.19-23.31;94,1341;-39,8328; 8.33042;0;0,953798;0,00273959;0,000770877; 21; 0.152000;RXCJ0616.5-3948; 4.078645;0,301964;1
1124;PSZ2 G247.56-56.06;50,584;-41,3497; 5.94363;0;0,952733;0,00323683;0,00124621; 21; 0.064300;RXCJ0322.3-4121; 1.801650;0,193486;0
1125;PSZ2 G247.69-25.06;92,0963;-40,7577; 4.98759;0;0,966581;0,000660628;0,000143391; 20; 0.343700;; 4.321514;0,538809;0
1126;PSZ2 G247.97+33.52;148,9872;-10,0296; 4.72809;0;0,959293;0,0032489;0,00146839; 21; 0.163400;RXCJ0956.4-1004; 3.219992;0,450086;0
1127;PSZ2 G247.99-26.37;90,4974;-41,3513; 4.50738;0;0,996799;0,00105718;0,000441644; 22; 0.230000;SPT-CLJ0601-4122; 3.434011;0,451305;0
1128;PSZ2 G248.95-20.71;98,0224;-40,6087; 5.53129;0;0,895903;0,000904149;0,000279062; -1;;;;;0
1129;PSZ2 G249.06+31.00;147,7215;-12,4053; 5.35620;0;0,998308;0,00138574;0,000483187; 16;;;;;0
1130;PSZ2 G249.14+28.98;146,2414;-13,8224; 5.95531;0;0,957487;0,002208;0,000663128; 20;;;;;0
1131;PSZ2 G249.38+33.26;149,6018;-11,069; 9.42253;0;0,988858;0,00389635;0,000941796; 21; 0.166900;RXCJ0958.3-1103; 5.406621;0,325463;1
1132;PSZ2 G249.52+18.21;137,9845;-21,1877; 4.88633;0;0,96811;0,00261586;0,00126562; 20;;ACO  3415;;;0
1134;PSZ2 G249.80+04.56;126,1724;-29,7419; 5.43062;0;0,994911;0,00154872;0,000573205; 20; 0.420000;; 6.516751;0,524411;0
1133;PSZ2 G249.80-68.11;35,2524;-38,4781; 4.66045;1;0,804057;0,00115404;0,000500311; 21; 0.228000;RXCJ0220.9-3829; 3.754492;0,521484;0
1135;PSZ2 G249.87-21.65;97,1954;-41,7119; 6.36683;0;0,998911;0,00255666;0,000832069; 21; 0.175900;RXCJ0628.8-4143; 3.842515;0,364576;1
1136;PSZ2 G249.91-39.86;72,4471;-44,6898; 7.88920;0;0,976818;0,00369968;0,000966364; 21; 0.150100;RXCJ0449.9-4440; 3.607781;0,243815;1
1137;PSZ2 G250.04+24.14;143,0649;-17,6714; 6.80014;0;0,962112;0,00173679;0,000487378; 20; 0.400000;; 6.647714;0,515591;1
1138;PSZ2 G250.17+73.53;179,2461;16,5344; 5.15519;1;0,240728;0,0583156;0,00746867; 13; 0.275148;; 3.351863;0,813961;0
1139;PSZ2 G250.29-17.29;102,8332;-40,6309; 5.71184;0;0,952453;0,00125337;0,000369112; 20; 0.270000;SPT-CLJ0651-4037; 4.520432;0,48195;0
1141;PSZ2 G250.43-09.02;112,6019;-37,3537; 6.44407;0;0,000035;0,00259592;0,00116433; -1;;;;;0
1140;PSZ2 G250.43-41.42;70,2458;-45,0703; 4.99339;0;0,974649;0,00225451;0,00107421; 30; 0.150000;ABELL 3284; 2.639722;0,334907;0
1142;PSZ2 G250.47-33.97;80,7593;-44,7921; 4.60823;0;0,999906;0,002471;0,00130262; -1;;;;;0
1143;PSZ2 G250.59-25.03;93,0396;-43,2913; 4.97251;0;0,987533;0,00108279;0,000334477; 20; 0.550000;SPT-CLJ0612-4317; 5.092966;0,620617;0
1144;PSZ2 G250.68+40.76;155,7864;-6,6055; 4.72318;0;0,942644;0,00162147;0,000680194; 30; 0.254400;ABELL 1001; 4.088041;0,530973;0
1145;PSZ2 G250.73+22.85;142,5033;-19; 4.83717;0;0,741687;0,00158414;0,000752527; -1;;;;;0
1146;PSZ2 G250.89-36.24;77,5981;-45,3292;12,38804;0;0,954507;0,00483986;0,00084033; 21; 0.200000;RXCJ0510.2-4519; 5.737083;0,29008;1
1147;PSZ2 G251.13-78.15;24,077;-34,003; 4.56596;0;0,745913;0,000878486;0,00025923; 20; 0.304000;; 4.167236;0,547281;0
1148;PSZ2 G251.21-16.74;103,9363;-41,2525; 4.71468;0;0,861986;0,00206168;0,000910888; -1;;;;;0
1149;PSZ2 G251.55-42.78;68,2533;-45,8395; 4.78426;0;0,946989;0,00198561;0,00110842; -1;;;;;0
1150;PSZ2 G252.23-50.62;57,0665;-45,2452; 5.65221;0;0,99458;0,00125645;0,000507479; 22; 0.358200;SPT-CLJ0348-4515; 4.557039;0,445157;0
1151;PSZ2 G252.45+73.44;179,6442;16,0051; 5.56832;0;0,276618;0,0277283;0,00409614; -1;;;;;0
1152;PSZ2 G252.51+20.02;141,4441;-22,1319; 4.88803;0;0,959971;0,000770261;0,000157644; -1;;;;;0
1154;PSZ2 G252.95+18.94;140,8792;-23,1607; 5.71463;0;0,953573;0,00117314;0,000354449; 20;;;;;0
1153;PSZ2 G252.95-41.35;70,2323;-46,958; 5.48901;0;0,883588;0,00108354;0,00045232; 22; 0.350000;SPT-CLJ0440-4657; 4.320621;0,430459;0
1155;PSZ2 G252.99-56.09;49,4507;-44,265;10,48372;0;0,96408;0,00696689;0,00148539; 21; 0.075200;RXCJ0317.9-4414; 2.927327;0,172008;1
1156;PSZ2 G253.04+36.83;154,3266;-10,6939; 7.47610;0;0,97965;0,00386734;0,00135277; 21; 0.058600;RXCJ1017.3-1040; 2.303061;0,193295;1
1157;PSZ2 G253.13+57.49;168,5549;4,3509; 6.58375;0;0,936427;0,00175209;0,000572791; 25; 0.229300;ACO 1208; 4.837296;0,448637;1
1158;PSZ2 G253.21+34.25;152,6028;-12,644; 5.20008;0;0,913002;0,00135761;0,000481436; 21; 0.306200;MS1008.1-1224; 4.942294;0,566023;0
1159;PSZ2 G253.43+30.57;150,092;-15,4101; 4.93754;0;0,896258;0,00188076;0,000803631; -1;;;;;0
1160;PSZ2 G253.44-10.93;112,1382;-40,8546; 7.07503;0;0,043787;0,00112987;0,000161442; -1;;;;;0
1161;PSZ2 G253.48-33.72;81,4626;-47,2623; 9.35934;0;0,976219;0,00151586;0,000364536; 21; 0.191300;RXCJ0525.8-4715; 4.669704;0,312977;1
1162;PSZ2 G253.95+39.12;156,454;-9,5223; 4.65785;0;0,725576;0,000905627;0,000294015; -1;;;;;0
1163;PSZ2 G254.08-58.45;46,0816;-44,0305; 6.38309;0;0,972646;0,00119002;0,000346065; 22; 0.458410;SPT-CLJ0304-4401; 6.222445;0,572122;1
1164;PSZ2 G254.10+19.95;142,4823;-23,273; 4.79738;0;0,90576;0,000737122;0,000149272; -1;;;;;0
1165;PSZ2 G254.46-14.44;108,4358;-43,247; 7.44677;0;0,999225;0,0011121;0,000207319; 20; 0.550000;; 7.333130;0,459474;0
1166;PSZ2 G254.51-27.32;90,9944;-47,2303; 7.37069;0;0,907909;0,00123116;0,000353184; 20; 0.274400;SPT-CLJ0603-4714; 4.884377;0,389514;1
1167;PSZ2 G254.52+08.27;132,8767;-31,2645; 5.23650;0;0,591119;0,00109966;0,000323749; -1;;;;;0
1168;PSZ2 G254.52+62.52;172,4883;7,5847; 4.84758;0;0,01711;0,0110559;0,00263644; -1;;;;;0
